data_type,title,url,date,author,imagename,excerpt,publisher,published_year,published_month,authors_pub,journal,volume,issue,source_media
News/Feature,IRI@AGU: Focusing on Floods,https://iri.columbia.edu/news/focusing-on-floods/,12/3/19,Jacquelyn Turner,IRI_AGU__Focusing_on_Floods.png,"Often considered one of the most revolutionary technologies for climate research, remote sensing has the capacity to vastly improve the predictive strength of a wide variety of forecasting methodologies. &nbsp;However, this is still a rapidly-growing field and continuing to evaluate and cross-reference remote sensing data against other data-gathering methods is necessary to improve accuracy, a [&hellip;]",,,,,,,,
News/Feature,ACToday Q&amp;A: J. Nicolás Hernandez-Aguilera on Coffee and Climate,https://iri.columbia.edu/news/actoday-nicolas-coffee-and-climate/,9/4/19,Carla Pena Singson,,"IRI's Juan Nicolás Hernandez-Aguilera discusses his research on sustainable coffee production. Originally from Colombia, his interest in the stark contrast between Colombia’s natural resource wealth and high levels of inequality, rural violence and deforestation has manifested in feeling a “responsibility to bring research toward action.”",,,,,,,,
News/Feature,IRI@AGU: Farmers&#8217; Perceptions as Data,https://iri.columbia.edu/news/iri-agu-farmer-perceptions-as-data/,12/7/18,Jacquelyn Turner,,"As our climate continues to change, it becomes increasingly important to consider the effects this will have around the world, especially in developing countries where many small farmers already struggle. &nbsp;For more than 10 years, researchers at IRI have been developing index insurance, which would provide a safety net for farmers who experience devastating climate [&hellip;]",,,,,,,,
News/Feature,"After Ten Years of Index Insurance, What&#8217;s Next?",https://iri.columbia.edu/news/after-ten-years-of-index-insurance-whats-next/,10/16/18,Elisabeth Gawthrop,,"Despite an overabundance of food in some parts of the world, about 815 million people suffered from chronic undernourishment in 2016. Poor nutrition leads to nearly half of deaths in children under the age of five. Many of those who are hungry are farmers and their families. Our food systems clearly aren’t working as well [&hellip;]",,,,,,,,
News/Feature,Upping Our Game: Crop Insurance Project Proves Wildly Successful,https://iri.columbia.edu/news/upping-our-game/,3/6/18,Elisabeth Gawthrop,Upping_Our_Game__Crop_Insurance_Project_Proves_Wil.jpg,"A weather index insurance tool is graduating from research project to commercial product. Using multimedia and infographics, a new story puts the technical process in the context of its real-world impact. Find out how the International Research Institute for Climate and Society&#8217;s Financial Instruments Sector team pulled it off, and how the project could be [&hellip;]",,,,,,,,
News/Feature,New Climate Data Transforms Insurance Projects in Africa,https://iri.columbia.edu/news/enacts-transforms-insurance-projects-in-africa/,4/12/17,IRI,New_Climate_Data_Transforms_Insurance_Projects_in_.jpg,"By Dan Osgood, Lead Scientist, IRI Financial Instruments Sector Team Small farms are vulnerable to climate risk, but most smallholder farmers around the world don’t have access to insurance and other financial tools to manage fluctuations in climate. Over the past decade we’ve put a great deal of effort into a new kind of insurance&#8211;index insurance&#8211;that [&hellip;]",,,,,,,,
News/Feature,Financial Instruments Sector Team Launches New &#8220;Trade Blog&#8221;,https://iri.columbia.edu/news/financial-instruments-sector-team-launches-new-trade-blog/,2/16/17,IRI,Financial_Instruments_Sector_Team_Launches_New__Tr.png,"The Financial Instruments Sector Team has launched a new publication on Medium, called Inside Index Insurance. The purpose of the publication is to provide a range of content types from team members &#8211; from quick dispatches from activities around the world to in-depth analysis of the technical components of financial instruments. &#8220;I&#8217;ve always wanted to know more about what [&hellip;]",,,,,,,,
News/Feature,IRI@AGU: Schedule of Events 2016,https://iri.columbia.edu/news/iri-agu-schedule-of-events-2016/,12/9/16,Elisabeth Gawthrop,IRI_AGU__Schedule_of_Events_2016.jpg,"A range of IRI’s areas of expertise will be represented at this year’s annual meeting of the American Geophysical Union (AGU). Many of the presentations center on fundamental climate science, including analyses of the influence of climate variability and change on rainfall in the US, Iran, South America and the Sahel, as well as the [&hellip;]",,,,,,,,
News/Feature,New Climate Data in Zambia Unlocks Insurance Opportunities,https://iri.columbia.edu/news/new-climate-data-in-zambia-unlocks-insurance-opportunities/,11/22/16,Mélody Braun,New_Climate_Data_in_Zambia_Unlocks_Insurance_Oppor.jpg,"In mid September, IRI staff helped launch an innovative new data platform in Lusaka, Zambia that combines satellite rainfall estimates with the country’s existing network of rain gauges. The platform, developed with the Zambia Meteorological Department and through funding from NASA, is the latest to come out of IRI’s Enhancing National Climate Services (ENACTS) initiative [&hellip;]",,,,,,,,
News/Feature,Remote Sensing and Index Insurance: Finding a Common Language,https://iri.columbia.edu/news/remote-sensing-and-index-insurance-finding-a-common-language/,8/10/16,IRI,Remote_Sensing_and_Index_Insurance__Finding_a_Comm.jpg,"by Bristol Powell &amp; Helen Greatrex, Financial Instruments Sector Team   Satellite products could give index insurance projects the scaling power they seek, but challenges remain. A workshop held earlier this year addressed these challenges head on. Index insurance is innovative, but can it reach a critical mass? Until recently, many have doubted that index insurance could scale [&hellip;]",,,,,,,,
News/Feature,"25,000 Insured Ethiopian Farmers Receive Payments for El Niño Droughts",https://iri.columbia.edu/news/ethiopiar4drought/,7/1/16,IRI,,"By Daniel Osgood More than 25,000 insured farming families in Ethiopia have received payments for crop loss and damages after a year of devastating drought caused in large part by the 2015 El Niño. The farmers purchased the insurance through the R4 Rural Resilience Initiative [latest report], run by the World Food Program and Oxfam America. [&hellip;]",,,,,,,,
News/Feature,El Niño 2015 Conference Report,https://iri.columbia.edu/news/el-nino-2015-conference-report/,4/6/16,IRI,El_Niño_2015_Conference_Report.png,"In November 2015, the International Research Institute for Climate and Society at Columbia University, in collaboration with the World Meteorological Organization, the U.S. Agency for International Development and the U.S. National Oceanic and Atmospheric Administration, convened the El Niño 2015 Conference. The report from this conference is now available. In addition to recordings and summaries of the [&hellip;]",,,,,,,,
News/Feature,Farmers receive insurance payouts in Senegal,https://iri.columbia.edu/news/farmers-receive-insurance-payouts-in-senegal/,4/5/16,IRI,Farmers_receive_insurance_payouts_in_Senegal.jpg,"In Tambacounda, Senegal, small-scale farmers rely on sufficient and steady rainfall at key times of the growing season. As climate change leads to increased irregularity and intensity of rainfall events, the adaptation strategies employed by farmers to cope with shocks do not always suffice. The fear of poor productivity in a year often prevents them from [&hellip;]",,,,,,,,
News/Feature,VIDEO: What tools do Honduran farmers want for climate risk?,https://iri.columbia.edu/news/video-what-tools-do-honduran-farmers-want-for-climate-risk/,12/17/15,IRI,VIDEO__What_tools_do_Honduran_farmers_want_for_cli.jpg,"Text by Sofía Martínez Video by Elisabeth Gawthrop, Sofía Martínez and Courtney St. John Answers from insurance research La version en español esta disponible aquí.  During the first of the two growing seasons of 2015, grain farmers in El Paraíso, Honduras faced one of the worst droughts in history, with losses ranging from 60 to 100% [&hellip;]",,,,,,,,
News/Feature,¿Cuáles herramientas quieren los productores hondureños para el riesgo climático?,https://iri.columbia.edu/news/cuales-herramientas-quieren-los-productores-hondurenos-para-el-riesgo-climatico/,12/17/15,IRI,Cuáles_herramientas_quieren_los_productores_hondur.jpg,"Texto por Sofía Martínez Video por Elisabeth Gawthrop, Sofía Martínez and Courtney St. John Respuestas de la investigación English version available here.  Durante las dos temporadas agrícolas del 2015, los productores de granos básicos de El Paraíso, Honduras se enfrentaron a una de las peores sequías en la historia, con pérdidas desde un 60 hasta [&hellip;]",,,,,,,,
News/Feature,IRI@AGU: Schedule of Events 2015,https://iri.columbia.edu/news/iri-agu-schedule-of-events-2015/,12/10/15,Elisabeth Gawthrop,IRI_AGU__Schedule_of_Events_2015.jpg,"The IRI has seven scientists and staff presenting on a wide range of topics at the American Geophysical Union (AGU) Meeting this year. Andrew Robertson and Alexis Berg will present advancements in our fundamental understanding of earth&#8217;s systems. Eunjin Han, Pietro Ceccato and Pradipta Parhi will discuss methods for using our climate knowledge for applications in agriculture, health and [&hellip;]",,,,,,,,
News/Feature,Climate Resilience (Animation),https://iri.columbia.edu/news/cr_animation/,12/5/15,IRI,Climate_Resilience__Animation.png,"Climate resilience: it’s the ability for communities to recover from the impacts of climate events. It’s the difference between weather being manageable&#8230;or a catastrophe. But for many parts of the world, where livelihoods depend so much on the climate, critical weather and climate information is unavailable or unusable. The International Research Institute for Climate and [&hellip;]",,,,,,,,
News/Feature,IRI @ Climate Week NYC 2015,https://iri.columbia.edu/news/iri-climate-week-nyc-2015/,9/15/15,Francesco Fiondella,IRI___Climate_Week_NYC_2015.gif,"Staff members from the International Research Institute for Climate and Society (IRI) are participating in a number of high-level events during Climate Week NYC  this year. See the schedule below, and follow the links for more information. Launch of the Global Nutrition Report Tuesday, September 22 5:00 pm &#8211; 8:00 pm, Hearst Building, New York Climate change is complicating global efforts [&hellip;]",,,,,,,,
News/Feature,VIDEOS: A Host of Visitors,https://iri.columbia.edu/news/videos-a-host-of-visitors/,3/27/15,Elisabeth Gawthrop,VIDEOS__A_Host_of_Visitors.png,"A walk through the International Research Institute for Climate and Society is often punctuated by the sounds of French, Spanish and other languages drifting through the halls. Our international staff contributes to this, but usually it&#8217;s a sign that we are hosting visitors for training and collaborations. Despite the increasing online connectedness of our world, [&hellip;]",,,,,,,,
News/Feature,New Study Proves Weather-Based Index Insurance Can Work For Rural Poor on Large Scale,https://iri.columbia.edu/news/new-study-proves-weather-based-index-insurance-can-work-for-rural-poor-on-large-scale/,1/26/15,IRI,New_Study_Proves_Weather-Based_Index_Insurance_Can.jpg,"Findings spur Nigerian government to look into solutions to cover 15 million farmers by 2017 LONDON, UNITED KINGDOM (26 January 2015) — Nigerian government officials will convene in London this week to gather advice for scaling-up agricultural insurance policies for smallholder farmers, to bolster the up and coming agricultural powerhouse’s resilience to climate and market shocks. ￼The meeting [&hellip;]",,,,,,,,
News/Feature,VIDEO: Designing Insurance with Dominican Dairy Producers,https://iri.columbia.edu/news/designing-insurance-with-dominican-dairy-producers/,12/19/14,Elisabeth Gawthrop,VIDEO__Designing_Insurance_with_Dominican_Dairy_Pr.jpg,"Over the last year, the financial instruments sector team at IRI has been working in the Dominican Republic to design an index insurance product for the country&#8217;s dairy producers. This work has been part of the Climate Resiliency and Index Insurance Program (CRII), funded by the USAID office in the Dominican Republic. In a new video, we show how researchers [&hellip;]",,,,,,,,
News/Feature,Insurance and Adaptation: Farmer Driven Opportunities (Video),https://iri.columbia.edu/news/insurance-and-adaptation-farmer-driven-opportunities/,11/12/14,Elisabeth Gawthrop,Insurance_and_Adaptation__Farmer_Driven_Opportunit.jpg,"The Financial Instruments Sector team at the International Research Institute for Climate and Society works with farmers, development organizations and agencies, insurance companies and other research institutes to design insurance products that are tailored to local and regional climate risks and economic systems. With the help of the Center for Research on Environmental Decisions, we&#8217;ve produced this video [&hellip;]",,,,,,,,
News/Feature,Climate Week Panel: Building Innovative Index Insurance Markets,https://iri.columbia.edu/news/first-climate-week-panel-to-focus-on-building-innovative-index-insurance-markets-in-developing-countries/,9/18/14,IRI,Climate_Week_Panel__Building_Innovative_Index_Insu.jpg,"First Climate Week Panel To Focus On Building Innovative Index Insurance Markets in Developing Countries NEW YORK, September 18, 2014 — A panel of leaders and experts from the business, humanitarian and research communities will convene this week at the Climate Week NYC to discuss the growing relevance of index insurance as a tool to [&hellip;]",,,,,,,,
News/Feature,Join us for Climate Week NYC 2014,https://iri.columbia.edu/news/climate-week-2014-iri-events/,9/16/14,Elisabeth Gawthrop,Join_us_for_Climate_Week_NYC_2014.gif,"The International Research Institute for Climate and Society (IRI) is co-hosting several events during Climate Week NYC 2014. See the schedule of IRI events below, and follow the links for more information. If you are a member of the media and would like to attend any of the events, please write to media @ iri.columbia.edu. Sustaining Health Linking Environment, [&hellip;]",,,,,,,,
News/Feature,Drought Insurance for Ganaderos in the Dominican Republic,https://iri.columbia.edu/news/development-of-drought-relief-tools-in-the-northwestern-dominican-republic/,8/25/14,Financial Instruments,Drought_Insurance_for_Ganaderos_in_the_Dominican_R.jpg,"By Sofía Martínez, Radost Stanimirova and Daniel Osgood Since January, the northwestern Dominican Republic has experienced one of the worst droughts in 15 years. Early work by the International Research Institute for Climate and Society and its partners on a project funded by the United States Agency for International Development has shown the potential for using [&hellip;]",,,,,,,,
News/Feature,Seeing More with Satellites: Improving Insurance for African Farmers,https://iri.columbia.edu/news/seeing-more-with-satellites-improving-insurance-for-african-farmers/,8/12/14,Financial Instruments,Seeing_More_with_Satellites__Improving_Insurance_f.jpg,"By Bristol Mann and Radost Stanimirova A group of climate scientists, economists and remote sensing experts from the International Research Institute for Climate and Society and NASA’s Goddard Space Flight Center are collaborating to help solve a longstanding issue in the development of agriculture insurance programs in Africa: how to generate enough quality environmental data [&hellip;]",,,,,,,,
News/Feature,IRI and U. of Arizona Team Up for Climate,https://iri.columbia.edu/news/iri-and-u-of-arizona-team-up-for-climate/,5/22/14,IRI,,"IRI and the University of Arizona address climate vulnerability in most at-risk areas of the world in new project The Caribbean, Asia’s Indo-Gangetic Plain and West Africa are three regions known to be extremely vulnerable to climate variability and change, particularly to droughts, extreme weather events and stresses on food production, water resources and coastal areas. A [&hellip;]",,,,,,,,
News/Feature,Online Crop Calendar Helps Indonesian Government Manage Climate Risk,https://iri.columbia.edu/news/online-cropping-calendar-helps-government-manage-climate-risk-indonesia/,3/31/14,Elisabeth Gawthrop,Online_Crop_Calendar_Helps_Indonesian_Government_M.jpg,"The International Research Institute for Climate and Society and the Center on Globalization and Sustainable Development at Columbia University are collaborating with the Centre for Climate Risk and Opportunity Management in Southeast Asia Pacific at Institut Pertanian Bogor (IPB &#8211; Bogor Agriculture University) in Indonesia to help farmers cope with droughts, fires and other climate impacts. The project, called “CU-IPB [&hellip;]",,,,,,,,
News/Feature,"Insuring 37,000 Rwandan Farmers Against Drought",https://iri.columbia.edu/news/insuring-37000-rwandan-farmers-against-drought/,8/22/13,Francesco Fiondella,Insuring_37_000_Rwandan_Farmers_Against_Drought.jpg,"Index insurance can lower the cost of insurance, allowing smallholder farmers to buy insurance that can help them withstand the impacts of bad years and risk making productive investments in good years. A key component of index insurance is historical data – often temperature or rainfall data – to use as a basis for creating an index that determines when insurance payouts [&hellip;]",,,,,,,,
News/Feature,An Index Insurance Primer,https://iri.columbia.edu/news/an-index-insurance-primer-2/,8/16/13,Francesco Fiondella,An_Index_Insurance_Primer.jpg,"IRI has put together a list of Frequently Asked Questions for the US Agency for International Development about index insurance and how it is being used in development and adaptation projects around the world. Download the FAQ or click on the image. If you&#8217;re looking for even more resources on index insurance, head over to our Financial [&hellip;]",,,,,,,,
News/Feature,Poor Ethiopian Farmers Receive &#8220;Unprecedented&#8221; Insurance Payout,https://iri.columbia.edu/news/poor-ethiopian-farmers-receive-unprecedented-insurance-payout/,12/12/12,Brian Kahn,Poor_Ethiopian_Farmers_Receive__Unprecedented__Ins.png,"Oxfam America and The Rockefeller Foundation announced a weather index insurance payout of unprecedented scale directly to poor farmers. Thanks to a groundbreaking new program that relies on advanced satellite technology, more than 12,200 farmers in 45 villages in Northern Ethiopia will benefit from drought protection. As a result of this year&#8217;s drought conditions each [&hellip;]",,,,,,,,
News/Feature,"Breaking the Poverty Trap in Ethiopia: Subsistence, Satellites, and Some Other Important Stuff",https://iri.columbia.edu/news/breaking-the-poverty-trap-in-ethiopia-subsistence-satellites-and-some-other-important-stuff-2/,8/29/12,Brian Kahn,,"Subsistence Two acres of cracked earth. In northern Ethiopia, it can be a trap that keeps farmers tethered to it for generations. Or it can be a springboard to a better life for this and future generations. What impedes it from showing its springier qualities? You could argue the biggest pressure on the land comes [&hellip;]",,,,,,,,
News/Feature,A model for improving climate services in Africa,https://iri.columbia.edu/news/a-model-for-improving-climate-services-in-africa/,2/1/12,Francesco Fiondella,,"In developed countries, we are accustomed to having access to long and detailed records on weather and climate conditions, demographics, disease incidence and many other types of data. Decision makers use this information for a variety of societal benefits: they spot trends, fine-tune public health systems and optimize crop yields, for example. Researchers use it [&hellip;]",,,,,,,,
News/Feature,Insuring Against Drought,https://iri.columbia.edu/news/insuring-against-drought/,9/2/11,Francesco Fiondella,,"In our latest video interview, research economist Dan Osgood discusses index insurance and how it is helping some poor rural communities reduce hardships caused by drought in East Africa: These products are becoming available to people for the first time at larges scales just this year. Given the difficulties of these [two] years, the farmers [&hellip;]",,,,,,,,
